Record ID,Job Title,Job function,Associated Company
7804901,Airport Automation Controls Specialist,Other,Harryreidairport;Harry Reid International Airport
7804851,signal tech,Other,Harry Reid International Airport
7804751,Airport Duty Manager,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7804401,Administrative Assistant,Other,Philadelphia International Airport
7804251,Administrative Specialist 2,Other,Philadelphia International Airport
7804101,Senior dispatcher,Other,Harry Reid International Airport
7803351,Senior Systems Analyst,Other,Philadelphia International Airport
7803201,Emergency Preparedness Manager,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7803051,Systems Control Analyst,Other,Philadelphia International Airport
7793201,Airport Control Center Supervisor,Other,Harryreidairport;Harry Reid International Airport
7793101,Airport Equipment Mechanic,Other,Harryreidairport;Harry Reid International Airport
7793001,Sr. GIS Analyst,Other,Harryreidairport;Harry Reid International Airport
7792901,Airport Programmer/Analyst,Other,Harryreidairport;Harry Reid International Airport
7792801,Public Affairs - Airport Experience Administrative Specialist,Other,Harryreidairport;Harry Reid International Airport
7792701,Airport Program Administrator - Aviation,Other,Harryreidairport;Harry Reid International Airport
7792551,Airport Risk Manager ( Senior Management Analyst),Other,Harryreidairport;Harry Reid International Airport
7792501,Airport Contract Specialist (Management Analyst II) - Airport Concessions,Other,Harryreidairport;Harry Reid International Airport
7792001,Process Control Analyst,Other,San Francisco International Airport
7791951,Station Manager - SFO,Other,VIRGIN
7791901,Government Affairs Manager,Other,San Francisco International Airport
7791801,Manager,Other,San Francisco International Airport
7791501,Transportation Planner IV,Other,San Francisco International Airport
7791351,Graduate Student,Other,American Public Education Inc;San Francisco International Airport
7791101,Administrative Assistant,Other,San Francisco International Airport
7791001,Senior Ecomonic Planner,Other,San Francisco International Airport
7790251,Terminal Systems Manager,Other,San Francisco International Airport
7790201,Airport Parking Manager,Other,San Francisco International Airport
7788516,"Manager, Planning",Other,St. Louis Lambert International Airport
7787518,Airport Traffic Statistics Data Analyst,Other,Aci
7788917,"Manager, Airport Planning",Other,San Diego International Airport
7787821,Airport Duty Manager- Airside and Terminal and Landside,Other,Sangster International Airport
7788263,Terminal Concessions Manager,Other,Charlotte Douglas International Airport - CLT
7787163,Planning Support Tech,Other,Edmonton International Airport
7787162,"Manager, Emergency Services & Emergency Planning",Other,Edmonton International Airport
7787263,Area Manager Terminal and Concourses,Other,Salt Lake City Government
7787560,"Manager, Airport Planning & Grants",Other,Cleveland Hopkins International Airport
7787816,Planning& Grants Administrator,Other,Jacksonville Aviation Authority
7789104,Head Youth Services Librarian,Other,Pbclibrary
7787110,Plan Administrtor,Other,Airports Authority of Trinidad and Tobago
7787159,Planning Technician,Other,Palm Beach County
7788309,Customer Service Manager,Other,Air Canada;Winnipeg Airport Services Corp.
7787554,Spatial Data Services Technologist,Other,YYC Calgary International Airport
7788105,"Manager, Terminal Support & Acdbe Administrator",Other,Columbia Metropolitan Airport (CAE)
7788854,Planning Support Tech,Other,Edmonton International Airport
7787002,"Manager, Planning",Other,Tucson International Airport
7786804,"Senior Manager, Aviation Planning",Other,Jacksonville Aviation Authority
7788803,Assistant Terminal Service Manager,Other,Indianapolis Airport Authority
7787654,Airport Operation Control Center,Other,Aerostar Airport Holdings
7788253,Planning Support Tech,Other,Edmonton International Airport
7782751,Senior Airport Planner,Other,San Francisco International Airport
7782401,Terminal Systems Manger,Other,San Francisco International Airport
7781851,Airport Property Manager,Other,San Francisco International Airport
7781701,Airport Debt Manager,Other,San Francisco International Airport
7781601,Airport Planner,Other,San Francisco International Airport
7781301,Senior Principal Property Manager,Other,San Francisco International Airport
7781101,Senior Aviation Strategist,Other,San Francisco International Airport
7781051,Project Management,Other,Jacobs Solutions Inc;San Francisco International Airport
7781001,Geographic Information System Administrator,Other,San Francisco International Airport
7778401,Product Manager,Other,Melbourne Airport
7778301,Customer Product Owner,Other,Western Sydney International Airport
7774901,Senior Product Manager,Other,San Francisco International Airport
7774701,Property Manager,Other,San Francisco International Airport
7774601,Departmental Technology Analyst,Other,Dallas Love Field Airport
7774451,Public Information Officer,Other,San Francisco International Airport
7773551,New York Liaison Officer/Programme Manager (Artificial Intelligence),Other,UNICRI - United Nations Interregional Crime and Justice Research Institute;United Nations
7769851,"Manager, Access and Noise",Other,John Wayne Airport
7769551,Sr. Information Technologist,Other,John Wayne Airport
7769501,ASR Manager (Business Services Analyst),Other,John Wayne Airport
7769401,"Manager, Planning",Other,John Wayne Airport
7769351,Information Technologist II,Other,John Wayne Airport
7769301,Senior Technologist,Other,John Wayne Airport
7767551,GIS Manager,Other,tampa international airport
7767451,Commercial Parking Systems Manager,Other,tampa international airport
7765201,"Technology Services Manager, Senior",Other,John Wayne Airport
7765001,Assistant Concessions Manager - Vending,Other,tampa international airport
7764901,Business Office Manager,Other,tampa international airport
7764701,Ground Transportation Manager,Other,tampa international airport
7764551,Manager of Traffic,Other,tampa international airport
7760601,Head of Intelligence,Other,Xplorate Pacific Pty Ltd
7759401,CONFINED SPACE INSPECTION,Other,BIRDSEYE ASSET SOLUTIONS PVT. LTD.
7757801,Police Officer,Other,tampa international airport
7757601,Sr. Commercial Analyst,Other,tampa international airport
7757551,Police Detective,Other,tampa international airport
7757501,Airport Dispatch,Other,tampa international airport
7757401,Senior Automated systems technician,Other,tampa international airport
7757101,Senior Analyst Accounts Receivable,Other,tampa international airport
7756801,Superintendent of Fleet Management,Other,tampa international airport
7754901,HRIS Consultant,Other,tampa international airport
7752451,Founder,Other,Dronesperhour GmbH
7750851,Transportation Specialist,Other,Charlotte Douglas International Airport - CLT
7750702,PSA,Other,Charlotte Douglas International Airport - CLT
7750751,wheelchair assistance,Other,Charlotte Douglas International Airport - CLT
7750701,Office Assistant IV,Other,Charlotte Douglas International Airport - CLT
7750651,Gate Management officer,Other,Charlotte Douglas International Airport - CLT
7750301,Airport Property Manager,Other,Charlotte Douglas International Airport - CLT
7750251,Psychology Student,Other,University of North Carolina at Charlotte;Charlotte Douglas International Airport - CLT
7750151,Airport Services Representative,Other,Charlotte Douglas International Airport - CLT
7749901,Geospatial Systems Administrator,Other,Charlotte Douglas International Airport - CLT
7749801,Administrative,Other,Charlotte Douglas International Airport - CLT
7749551,Customer Service Representative,Other,Charlotte Douglas International Airport - CLT
7749401,PSA,Other,Charlotte Douglas International Airport - CLT
7749351,Business System Lead,Other,Charlotte Douglas International Airport - CLT
7749251,Airport Field Service Technician,Other,Charlotte Douglas International Airport - CLT
7749051,Budget Analyst,Other,Charlotte Douglas International Airport - CLT
7749001,Principal Planner,Other,Charlotte Douglas International Airport - CLT;Charleston International Airport
7748901,Parking & Ground Transportation Contract Specliast,Other,Charlotte Douglas International Airport - CLT
7748751,Logistics Manager,Other,Charlotte Douglas International Airport - CLT
7748601,Assistant Records Manager,Other,Charlotte Douglas International Airport - CLT
7748451,Help Desk Technician,Other,Charlotte Douglas International Airport - CLT
7748351,Aviation Supervisor,Other,Phoenix Sky Harbor International Airport
7748301,Transportation Ambassador,Other,Phoenix Sky Harbor International Airport
7748201,Manager Off Airport Parking,Other,Phoenix Sky Harbor International Airport
7748151,Manager,Other,Phoenix Sky Harbor International Airport
7748101,Aviation Supervisor II-0perations,Other,Phoenix Sky Harbor International Airport
7748051,Team Lead,Other,Phoenix Sky Harbor International Airport
7744151,Airport Credentialing Manager,Other,Charlotte Douglas International Airport - CLT
7743701,GM II of Multi Food and Beverage Outlets,Other,Charlotte Douglas International Airport - CLT
7743501,Senior Budget Analyst,Other,Charlotte Douglas International Airport - CLT
7743251,Commercial Engagement Manager,Other,Charlotte Douglas International Airport - CLT
7743201,Airline Affairs Manager,Other,Charlotte Douglas International Airport - CLT
7741651,Program Management Officer,Other,Department of Aviation
7740851,Assistant Manager,Other,Department of Aviation
7740751,Flooring Merchandize Specialist,Other,Department of Aviation
7740601,Airport Operation Representative III-Airside,Other,Department of Aviation
7740351,Administrative Assistant,Other,SMU Cox School of Business
7740301,Program Management Officer,Other,Department of Aviation
7740151,Customer Service Specialist,Other,SMU Cox School of Business
7739201,Airport Real Estate Manager,Other,Department of Aviation
7738701,Government Relations,Other,SMU Cox School of Business
7738651,Senior QA Analyst,Other,SMU Cox School of Business
7738251,IOC Specialist,Other,SMU Cox School of Business
7738051,Senior Contract Administrator,Other,SMU Cox School of Business
7737901,Administrative Assistant 3,Other,SMU Cox School of Business
7737851,Administrative Assistant,Other,SMU Cox School of Business
7737801,Contract Specialist,Other,SMU Cox School of Business
7737001,Landside Manager,Other,SMU Cox School of Business
7736851,"Manager, Airside and Landside Contracts Division",Other,Metropolitan Washington Airports Authority
7735551,"Manager, Spatial Data Services",Other,YYC Calgary International Airport
7735051,Landside Supervisor,Other,Port of Seattle
7734351,Enterprise Data Governance Mgr,Other,SMU Cox School of Business
7729301,End User Support Analyst,Other,Southern Company
7728851,Sr System Integration Developer,Other,SMU Cox School of Business
7728801,Contract Administrator,Other,SMU Cox School of Business
7728701,Senior Business Analyst,Other,SMU Cox School of Business
7728601,Terminal Experience Manager,Other,SMU Cox School of Business
7728551,Corporate Aviation Representative,Other,SMU Cox School of Business
7728501,Senior ETL Developer,Other,SMU Cox School of Business
7728351,Application Developer,Other,SMU Cox School of Business
7728201,Systems Analyst,Other,SMU Cox School of Business
7728101,Geographic Information Systems Analyst,Other,SMU Cox School of Business
7727951,Human Resource Business Partner,Other,SMU Cox School of Business
7727901,Customer Service System Administrator,Other,SMU Cox School of Business
7727851,Administrative Assistant III,Other,SMU Cox School of Business
7727801,Yield Management Manager,Other,SMU Cox School of Business
7727751,"Captain, Fire Marshal's Office",Other,SMU Cox School of Business
7727651,Employee,Other,SMU Cox School of Business
7727351,Transportation Business Specialist,Other,SMU Cox School of Business
7727301,DFW Airport Risk Analyst,Other,SMU Cox School of Business
7727251,Guest Services Associate,Other,SMU Cox School of Business
7727201,Accounting/Administrative Assistant,Other,SMU Cox School of Business
7727151,Sr Manager Contract Management,Other,SMU Cox School of Business
7721703,Landside Commercial Manager,Other,Adelaide Airport
7722304,Revenue Head of Commercial,Other,Brisbane Airport
7722955,Spatial Data & Systems Officer,Other,Perth Airport
7722701,Airport Planning Head,Other,Melbourne Airport
7719557,"Manager, Commercial Projects & Planning",Other,Brisbane Airport
7720204,"Manager, Statutory Planning",Other,Melbourne Airport
7719755,"Manager, Planning",Other,Western Sydney International Airport
7722703,"Manager, Integrated Terminal Project Services",Other,Christchurch Airport
7720151,"Manager, Whs Strategy & Assurance",Other,Western Sydney International Airport
7721753,Service & Delivery Head,Other,Melbourne Airport
7720908,Terminal Supervisor,Other,Sydney Airport
7721812,Head of Commercial,Other,Queenstown Airport
7721001,Terminal Duty Manager,Other,Perth Airport
7720501,Spatial Data Officer,Other,Perth Airport
7719913,"Manager, Spatial Data & Systems",Other,Perth Airport
7722855,"Manager, Statutory Planning",Other,Brisbane Airport
7720754,"Manager, Airfield Spatial & Technical Planning",Other,Sydney Airport
7721706,"Manager, Airspace & Airfield Planning",Other,Sydney Airport
7722660,Head of Landside Commercial,Other,Sydney Airport
7719709,Airport Terminal Duty Manager,Other,Sydney Airport
7722551,"Manager, Terminal Planning & Strategy",Other,Perth Airport
7722704,"Manager, Airport Planning",Other,Melbourne Airport
7721254,"Manager, Operational Technology",Other,Perth Airport
7719402,Project Controls Head,Other,Brisbane Airport
7720409,"Manager, Planning",Other,Western Sydney International Airport
7720205,Master Plan Manager,Other,Perth Airport
7720103,"Manager, Strategy & Delivery",Other,Brisbane Airport
7722511,Data Systems Lead,Other,Sydney Airport
7722655,Senior Data Analyst,Other,Sydney Airport
7722208,Terminal Supervisor,Other,Sydney Airport
7721759,Terminal Supervisor,Other,Sydney Airport
7721958,Head of Aviation,Other,Wellington International Airport
7719752,Global of Support Head,Other,Auto Bag Drop
7719903,"Manager, Terminal Interface",Other,Melbourne Airport
7722456,Terminal Duty Manager,Other,Perth Airport
7720854,Terminal Duty Manager,Other,Perth Airport
7719661,Assets& Airport Emergency Service Head,Other,Queenstown Airport
7721002,Infrastructure Manager - Airports,Other,NEOM;Melbourne Airport
7722804,Head of Cabin Crew,Other,Qantas
7720806,Head of Airfield,Other,Auckland Airport
7720952,Sst Delivery Head,Other,"Daifuku Co., Ltd."
7720009,Terminal Duty Manager,Other,Perth Airport
7720802,"Manager, Emergency Planning",Other,Melbourne Airport
7722654,"Manager, Contract Landside",Other,Melbourne Airport
7721809,Guest Experience Head,Other,Auckland Airport
7721211,Airport Planning Head,Other,Adelaide Airport
7722201,"Manager, Strategy & Planning",Other,Western Sydney International Airport
7722454,Head of Aviation Commercial,Other,Brisbane Airport
7719703,Head of Airport Infrastructure,Other,NEOM;Brisbane Airport
7720052,Terminal Duty Manager,Other,Perth Airport
7722307,Aviation Services Head,Other,Melbourne Airport
7722702,Project Delivery Head,Other,Adelaide Airport
7719606,Aviation Analytics Head,Other,Sydney Airport
7720155,"Manager, Emergency Planning",Other,Auckland Airport
7720902,Head of Commercial,Other,lst.com.au
7720259,Senior Strategy Manager,Other,Melbourne Airport
7722251,Terminal Supervisor,Other,Sydney Airport
7720809,Head of Insurance,Other,Sydney Airport
7720705,"Team Leader, Terminal Services",Other,Mackay Airport
7721101,Head of Commercial,Other,Travellers - Hobart Airport
7720852,Terminal Supervisor,Other,Sydney Airport
7719907,Head of Planning Master,Other,Melbourne Airport
7719751,Planning Consultant,Other,Melbourne Airport
7718651,Geospatial Analyst,Other,SMU Cox School of Business
7718351,Building Automation Specialist,Other,SMU Cox School of Business
7718151,Airport Experience Specialist,Other,SMU Cox School of Business
7718101,Customer Service Specialist,Other,SMU Cox School of Business
7717751,Sr. Airline Retention Manager,Other,SMU Cox School of Business
7717551,Business Data Analyst,Other,SMU Cox School of Business
7717351,Business Intelligence Consultant,Other,SMU Cox School of Business
7717201,Flight Simulator Technician,Other,Avenger Flight Group LLC;SMU Cox School of Business
7717101,Airport Supt of Ops,Other,LAX Airport;City of Los Angeles
7716701,Project Lead,Other,Mphasis;SMU Cox School of Business
7716501,Manager of Airline Affairs,Other,SMU Cox School of Business
7716351,Strategic Programs Manager,Other,SMU Cox School of Business
7716151,Dallas Fort Worth Terminal Baggage System Administrator,Other,SMU Cox School of Business
7715752,Sr. Integration Developer,Other,SMU Cox School of Business
7716101,Business Specialist,Other,SMU Cox School of Business
7715801,"Business Intelligence Analyst, Sr",Other,SMU Cox School of Business
7715751,Access DFW Manager,Other,SMU Cox School of Business
7715451,Terminal Experince Supervisor,Other,SMU Cox School of Business
7715351,Risk Analyst,Other,SMU Cox School of Business
7715051,DFW Airport Board Secretary,Other,SMU Cox School of Business
7714453,Process Improvement Specialist,Other,SMU Cox School of Business
7714701,Airport Customer Experience Specialist,Other,SMU Cox School of Business
7714601,Parking Product Manager,Other,SMU Cox School of Business
7714501,Planning Manager,Other,SMU Cox School of Business
7714301,SMU - CEDP Program Participant,Other,SMU Cox School of Business
7714251,Building Automation System Administrator,Other,SMU Cox School of Business
7714101,CCTV Systems Specialist,Other,SMU Cox School of Business
7714001,Senior Airline Affairs Manager,Other,SMU Cox School of Business
7713901,Enginerring,Other,SMU Cox School of Business
7713851,CCTV Systems Specialist,Other,SMU Cox School of Business
7713751,Tenant Project Planner,Other,SMU Cox School of Business
7713701,Senior Contract Administrator,Other,SMU Cox School of Business
7713651,Access Control Supervisor,Other,SMU Cox School of Business
7713601,Airside Manager,Other,LAX Airport;City of Los Angeles
7713501,Tactical Telecommunicator,Other,SMU Cox School of Business
7713101,Sr. Risk Analyst,Other,SMU Cox School of Business
7712701,Senior Application Developer,Other,SMU Cox School of Business
7712651,Airport Operation Duty Manager,Other,Flysfb
7712501,Sr. Project Controls System Manager,Other,SMU Cox School of Business
7712351,"Manager, Business Analyst",Other,SMU Cox School of Business
7712251,CBRNE Response Consultant,Other,SMU Cox School of Business
7712201,Senior Airport Planner,Other,SMU Cox School of Business
7711701,Lead Business Intelligence and Analytics Analyst,Other,SMU Cox School of Business
7711651,Undergraduate Student,Other,Tarrant County College;SMU Cox School of Business
7711551,SkyLink Transportation Administrator,Other,SMU Cox School of Business
7711501,Business Intelligence Senior Analyst,Other,SMU Cox School of Business
7711451,System Performance Analyst,Other,SMU Cox School of Business
7711401,Business Analyst - Infrastructure Contracting,Other,SMU Cox School of Business
7711251,CCTV System Specialist,Other,SMU Cox School of Business
7711051,Project Controls Manager,Other,SMU Cox School of Business
7706001,Grants/ PFC Administrator,Other,SMU Cox School of Business
7705701,Strategic Programs Analyst,Other,SMU Cox School of Business
7705301,Planning Manager,Other,SMU Cox School of Business
7705251,Sr. Emergency Manager,Other,SMU Cox School of Business
7705201,Senior Customer Programs Manager,Other,SMU Cox School of Business
7704701,Senior Social Media Manager,Other,SMU Cox School of Business
7704401,Instructional Technologist,Other,SMU Cox School of Business
7702901,Airport Planner,Other,City of Los Angeles
7702851,Management Analyst,Other,LAX Airport;City of Los Angeles
7702751,Principal Clerk Typist,Other,City of Los Angeles
7702551,Management Analyst,Other,LAX Airport;City of Los Angeles
7702451,Systems Programmer,Other,City of Los Angeles
7702201,Office Manager / Construction Management,Other,LAX Airport;City of Los Angeles
7702051,Senior Management Analyst I,Other,City of Los Angeles
7702001,Lieutenant,Other,City of Los Angeles
7701751,Airport Information Specialist I,Other,LAX Airport;City of Los Angeles
7701651,Program Controls Manager,Other,City of Los Angeles
7699051,Information Systems Manager,Other,LAX Airport;City of Los Angeles
7698551,Systems Programmer,Other,LAX Airport;City of Los Angeles
7698501,System Analyst,Other,LAX Airport;City of Los Angeles
7698451,Information Systems Manager,Other,LAX Airport;City of Los Angeles
7698351,System Administrator,Other,LAX Airport;City of Los Angeles
7697751,Lieutenant,Other,LAX Airport;City of Los Angeles
7697701,Police Sergeant,Other,City of Los Angeles
7697651,Sr. Systems Analyst II,Other,City of Los Angeles
7697601,Senior Management Analyst,Other,City of Los Angeles
7697501,Real Estate Associate,Other,LAX Airport;City of Los Angeles
7697151,Information Systems Manager II,Other,LAX Airport;City of Los Angeles
7697101,System Analyst,Other,City of Los Angeles
7696901,Airport Manager,Other,LAX Airport;City of Los Angeles
7696801,Business Services Manager,Other,LAX Airport;City of Los Angeles
7696701,Real Estate Officer,Other,LAX Airport;City of Los Angeles
7696401,Senior Management Analyst,Other,LAX Airport;City of Los Angeles
7696351,External Affairs Manager,Other,LAX Airport;City of Los Angeles
7696101,Airport Manager,Other,City of Los Angeles
7695951,Special Assignment,Other,LAX Airport;City of Los Angeles
7694801,"Senior Management Analyst, Strategic Planning",Other,LAX Airport;City of Los Angeles
7694551,gthjkl,Other,D1 Store
7692351,Continuous Improvement Manager,Other,Sydney Airport
7689801,SAP Senior Technical Manager,Other,LAX Airport;City of Los Angeles
7689401,CISO,Other,LAX Airport;City of Los Angeles
7689151,Airport Manager,Other,City of Los Angeles
7688851,Information Systems Manager,Other,LAX Airport;City of Los Angeles
7688651,Information Systems Manager,Other,LAX Airport;City of Los Angeles
7688551,Senior Management Analyst,Other,LAX Airport;City of Los Angeles
7687601,Solar Data Analyst,Other,Beon Energy Solutions
7684401,Senior Manager of Accounting,Other,Siemens Logistics LLC
7684251,Energy Manager,Other,Siemens Logistics LLC
7683751,Denver International Airport,Other,Siemens Logistics LLC
7683051,Senior Manager of Continuous Improvement,Other,Siemens Logistics LLC
7681651,O & M Manager,Other,NRG Energy
7681401,Office Manager,Other,Southern California Edison
7681352,Runner,Other,Miami Int'l Airport
7681301,Gate Control Sr. operation Agent,Other,Miami Int'l Airport
7681251,Shipping & Receiving Specialist,Other,Miami Int'l Airport
7680701,costumer services,Other,Miami Int'l Airport
7680651,Airline customer care,Other,Miami Int'l Airport
7680601,Airline Industry,Other,Miami Int'l Airport
7680501,Airport Supervisor,Other,Miami Int'l Airport
7680451,Administrative Senior Agent,Other,Miami Int'l Airport
7680401,PeopleSoft Functional Lead,Other,Miami Int'l Airport
7673502,Assistant Commissioner,Other,Chicago Department of Aviation (CDA) - O'Hare & Midway International Airports
7672951,Flight Attendant,Other,Miami Int'l Airport
7672901,Passenger Service Agent,Other,Miami Int'l Airport
7672851,Arrival Agent,Other,Miami Int'l Airport
7672801,Airport Ambassador,Other,Miami Int'l Airport
7672401,Customer Service Representative,Other,Miami Int'l Airport
7672251,Corporate Flight Attendant,Other,Miami Int'l Airport
7672101,Agriculture Specialist,Other,Miami Int'l Airport
7671751,OS Programmer | Analyst,Other,Miami Int'l Airport
7671701,Senior Analyst and Programmer,Other,Miami Int'l Airport
7671651,Assistant Manager,Other,Amazon Web Services;Miami Int'l Airport
7671151,Special Project Administrator 1,Other,Miami Int'l Airport
7671001,Senior Aviation Property Manager,Other,Miami Int'l Airport
7670701,Assistant Commissioner,Other,Chicago Department of Aviation (CDA) - O'Hare & Midway International Airports
7670201,Assistant Commissioner,Other,Chicago Department of Aviation (CDA) - O'Hare & Midway International Airports
7655101,APAC Partner Leader - Retail & CPG,Other,Amazon Web Services
7653151,Senior Transportation Planner,Other,Oregon Department of Transportation;Oregon Department of Justice
7652601,Senior Transportation Planner,Other,Seattle Department of Transportation;Seattle City Council
7651051,Senior Transportation Planner,Other,King County Metro Transit;Pierce Transit
7650101,Senior Transportation Planner/Public Transportation Planning Lead,Other,Washington State Department of Transportation;State of Washington
7638001,Terminal Supervisor,Other,SMU Cox School of Business
7631701,Student,Other,Syracuse University
7626101,Sr. Mgr. Transmission/BOP,Other,Pattern Energy Group
7625701,Lead Technician,Other,Pattern Energy Group
7622751,"Sr. Manager, Pricing & Yield Management",Other,SMU Cox School of Business
7610951,BDM,Other,AUAV
7614551,Controls Manager | Board,Other,SMU Cox School of Business
7613851,"Manager, Ecommerce Analytics",Other,"Avelo Airlines;Conn's, Inc."
7612751,Landscape Supervisor,Other,Greenville-Spartanburg International Airport
7612401,"GM, Technical Infrastructure",Other,YYC;YYC Calgary International Airport
7597651,General Aviation Services Manager,Other,Greenville-Spartanburg International Airport
7593851,Ambassador Program Shift Supervisor,Other,SMU Cox School of Business
7589651,Senior Business Manager,Other,Phoenix Sky Harbor International Airport
7589251,Airport Business Manager,Other,Mitchell Airport
7585601,"Manager, Customer Insights",Other,Melbourne Airport
7583651,Terminal Property Manager,Other,Charlotte Douglas International Airport - CLT
7583351,Duty Manager,Other,Airport Terminal Services Inc
7582451,DUTY MANAGER,Other,Airport Terminal Services Inc
7582351,Supervisor,Other,Prospect Airport Services Inc
7581551,Terminal Manager,Other,SMU Cox School of Business
7581001,Airport Operation Officer,Other,Palm Beach International Airport
7580751,"Risk and Claims Manager, Enterprise Risk Management",Other,tampa international airport
7580451,Supervisor Commercial Transportation,Other,Siemens Logistics LLC
7580251,Company Owner,Other,Victoria International Airport
7569601,Regional Manager,Other,Prospect Airport Services Inc
7569401,"Curator, Arts Program",Other,San Diego International Airport
7568851,Business Manager,Other,Department of Aviation
7568501,Business Manager- Concessions,Other,Raleigh-Durham International Airport
7568451,Guest Service Shift Supervisor,Other,SMU Cox School of Business
7568052,MATERIALS MANAGER,Other,YYC Calgary International Airport
7567901,"Manager, Passenger Experience & Programs",Other,YYC;YYC Calgary International Airport
7567751,Dade-County Government Senior Aviation Property Manager,Other,Miami Int'l Airport
7566951,Airport Operation supervisor,Other,Charlotte Douglas International Airport - CLT
7566901,Manager-on-Duty,Other,San Jose International Airport;San Jose Airport
7566801,Plant Superintendent,Other,San Francisco International Airport
7566701,Senior Aviation Property Manager,Other,Miami Int'l Airport
7565651,Fleet Supervisor,Other,Tucson International Airport
7565001,Ramp Control,Other,Siemens Logistics LLC
7564901,Supervisor,Other,Airport Terminal Management
7564551,Manager,Other,Vancouver Airport
7564501,Airfield Supervisor,Other,Columbus Regional Airport Authority
7564351,Customer Service Supervisor,Other,Prospect Airport Services Inc
7564201,Duty Manager,Other,Alliance Ground International;Airport Terminal Services Inc
7563951,Senior Government Relations Manager,Other,SMU Cox School of Business
7563651,IOC Bridge Manager,Other,SMU Cox School of Business
7563401,People Analytics & Engagement Manager,Other,San Francisco International Airport
7563151,Access Control Trusted Agent,Other,SMU Cox School of Business
7562951,"Manager, Aviation Terminal Services",Other,Port of Oakland
7562901,Provisioning Supervisor,Other,San Francisco International Airport
7562651,Master Deputy,Other,Richland County Sheriff's Department;Columbia Metropolitan Airport (CAE)
7562151,Aviation Customer Service Supervisor,Other,Siemens Logistics LLC
7561601,Airport Wildlife Supervisor,Other,Charlotte Douglas International Airport - CLT
7561451,Duty Manager,Other,Memphis Shelby County Airport Authority
7561351,Senior Scheduler – Controls & Analytics,Other,SMU Cox School of Business
7561001,Airside Manager,Other,Nashville International Airport;nashintl.com
7560801,Passenger Service Supervisor,Other,Alliance Ground International;Airport Terminal Services Inc
7560701,Technical Systems Supervisor,Other,Columbus Regional Airport Authority
7560601,Plumbing Supervisor,Other,Siemens Logistics LLC
7560551,Airport Duty Manager,Other,San Francisco International Airport
7560251,Cheif Enterprise Archtiect,Other,Siemens Logistics LLC
7560201,Regional GSE Manager - Pacific West,Other,Alliance Ground International;Airport Terminal Services Inc
7559701,Senior Associate | Strategy,Other,EY-Parthenon;Prosegur
7546351,Owner,Other,DCG RENEWABLES
7546001,Manager of Housekeeping and Floor Care,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7545951,Art Manager- CLT Administrative Officer Senior,Other,Charlotte Douglas International Airport - CLT
7545401,Business Manager - Parking Services and Rental Car Center,Other,Phoenix Sky Harbor International Airport
7545301,Ramp Supervisor,Other,Alliance Ground International;Airport Terminal Services Inc
7544751,Airport Duty Manager,Other,San Francisco International Airport
7544701,"Manager, Guest Contract Services",Other,SMU Cox School of Business
7544551,Senior Supervisor - EMD Supervisor,Other,Department of Aviation
7544451,"Sr. Manager, Intelligent Infrastructure",Other,Pittsburgh International Airport
7544101,Integrated Media Producer,Other,Siemens Logistics LLC
7543951,Terminal Experience Supervisor,Other,SMU Cox School of Business
7543851,IOC Bridge Manager,Other,SMU Cox School of Business
7543601,Passenger Service Supervisor & Trainer,Other,Alliance Ground International;Airport Terminal Services Inc
7543151,Baggage manager,Other,Alliance Ground International;Airport Terminal Services Inc
7542701,Ground Transportation Shift Supervisor,Other,SMU Cox School of Business
7542301,Information Systems Manager,Other,"City of Melbourne, FL;Orl-Melbourne Int'l Airport"
7542251,Senior Manager,Other,SMU Cox School of Business
7541751,Manager Technology Infrastructure,Other,Edmonton International Airport
7541701,Pavement supervisor,Other,SMU Cox School of Business
7541601,Duty Manager,Other,Alliance Ground International;Airport Terminal Services Inc
7541451,Denver International Airport,Other,Siemens Logistics LLC
7541401,Terminal Systems Manager,Other,San Francisco International Airport
7541301,Customer Service Manager,Other,Greenville-Spartanburg International Airport
7541001,Senior Risk Management Services Manager,Other,SMU Cox School of Business
7540851,Patrol Lieutenant,Other,SMU Cox School of Business
7540601,Operation Supervisor - Conveyor & Loading Bridge,Other,Charlotte Douglas International Airport - CLT
7540551,Customer Service Supervisor,Other,Alliance Ground International;Airport Terminal Services Inc
7540501,Materials Manager,Other,Siemens Logistics LLC
7540301,HEAVY EQUIPMENT LINE SUPERVISOR,Other,Siemens Logistics LLC
7540251,GSE Manager,Other,Alliance Ground International;Airport Terminal Services Inc
7540151,"Superintendent , Fleet Liaison",Other,Philadelphia International Airport
7539801,Air Cargo Supervisor,Other,Greenville-Spartanburg International Airport
7539751,Supervisor At Dfw airport,Other,SMU Cox School of Business
7539701,Shift Supervisor,Other,Oxford Airport Technical Services
7539551,ID Manager,Other,CVG Airport - Cincinnati/Northern Kentucky International Airport
7539451,Revenue Collection Supervisor,Other,San Francisco International Airport
7539401,Ground Transportation Supervisor,Other,Siemens Logistics LLC
7539252,"Senior Manager, Brand and User Experience",Other,tampa international airport
7539251,Project leader,Other,Colbún S.A.
7539051,Especialista,Other,Colbún S.A.
7538851,Landside Superintendent,Other,San Jose Airport
7538751,Sr. Terminal Experience Manager,Other,SMU Cox School of Business
